genome n_contigs pass.GUNC
vamb_long_C03M2_vae_388 66 TRUE
vamb_long_C03M2_vae_416 31 TRUE
vamb_long_C03M2_vae_601 92 TRUE
vamb_long_C03M2_vae_6535 207 TRUE
vamb_long_C03M3_vae_1043 34 TRUE
vamb_long_C03M3_vae_17856 147 TRUE
vamb_long_C03M3_vae_21537 78 TRUE
vamb_long_C03M3_vae_30 115 TRUE
vamb_long_C03M3_vae_4874 116 TRUE
vamb_long_C03M3_vae_5424 49 TRUE
vamb_long_C03M3_vae_58 4 TRUE
vamb_long_C03M3_vae_587 320 TRUE
vamb_long_C03M4_vae_15476 252 TRUE
vamb_long_C03M4_vae_1659 196 TRUE
vamb_long_C03M4_vae_4633 31 TRUE
vamb_long_C03M4_vae_784 115 TRUE
vamb_long_C03M5_vae_19583 71 TRUE
vamb_long_C03M5_vae_7411 390 TRUE
vamb_long_C05M1_vae_13214 135 TRUE
vamb_long_C05M1_vae_15820 116 TRUE
vamb_long_C05M1_vae_2380 118 TRUE
vamb_long_C05M1_vae_317 45 TRUE
vamb_long_C05M1_vae_4614 72 TRUE
vamb_long_C05M1_vae_5516 102 TRUE
vamb_long_C05M1_vae_6076 210 TRUE
vamb_long_C05M2_vae_16103 194 TRUE
vamb_long_C05M3_vae_1521 257 TRUE
vamb_long_C05M4_vae_16532 60 TRUE
vamb_long_C05M4_vae_17114 95 TRUE
vamb_long_C05M4_vae_20057 72 TRUE
vamb_long_C05M4_vae_3651 140 TRUE
vamb_long_C05M5_vae_16955 53 TRUE
vamb_long_C05M5_vae_17393 95 TRUE
vamb_long_C05M5_vae_21148 147 TRUE
vamb_long_C05M5_vae_39 71 TRUE
vamb_long_C05M5_vae_4152 26 TRUE
vamb_long_C05M5_vae_6962 68 TRUE
vamb_long_C05M5_vae_7388 45 TRUE
vamb_long_C05M5_vae_978 88 TRUE
vamb_long_C06M1_vae_13751 247 TRUE
vamb_long_C06M1_vae_2949 135 TRUE
vamb_long_C06M2_vae_133 76 TRUE
vamb_long_C06M2_vae_15533 548 TRUE
vamb_long_C06M2_vae_1846 49 TRUE
vamb_long_C06M2_vae_22007 86 TRUE
vamb_long_C06M2_vae_444 9 TRUE
vamb_long_C06M3_C06M3_vae_1672 53 TRUE
vamb_long_C06M4_vae_22445 192 TRUE
vamb_long_C06M4_vae_5628 341 TRUE
vamb_long_C06M5_C06M5_vae_1154 75 FALSE
vamb_long_C06M5_C06M5_vae_351 20 TRUE
vamb_long_C06M5_C06M5_vae_5756 161 TRUE
vamb_long_C06M5_C06M5_vae_5819 47 TRUE
vamb_long_C10F1_vae_1071 97 TRUE
vamb_long_C10F1_vae_238 127 TRUE
vamb_long_C10F1_vae_5286 161 TRUE
vamb_long_C10F1_vae_724 44 TRUE
vamb_long_C10F1_vae_8693 193 TRUE
vamb_long_C10F2_vae_2929 9 TRUE
vamb_long_C10F2_vae_30755 63 TRUE
vamb_long_C10F2_vae_3777 184 TRUE
vamb_long_C10F3_vae_11601 92 TRUE
vamb_long_C10F3_vae_182 54 TRUE
vamb_long_C10F3_vae_247 27 TRUE
vamb_long_C10F3_vae_25476 70 TRUE
vamb_long_C10F3_vae_28153 83 TRUE
vamb_long_C10F3_vae_30 49 TRUE
vamb_long_C10F4_vae_19790 90 TRUE
vamb_long_C10F4_vae_47 83 TRUE
vamb_long_C10F5_vae_1461 121 TRUE
vamb_long_C10F5_vae_18548 503 TRUE
vamb_long_C10F5_vae_18565 397 TRUE
vamb_long_C10F5_vae_19384 76 TRUE
vamb_long_C10F5_vae_732 122 TRUE
vamb_long_C11F1_vae_1119 53 TRUE
vamb_long_C11F1_vae_1833 100 TRUE
vamb_long_C11F1_vae_2277 437 TRUE
vamb_long_C11F1_vae_2313 513 TRUE
vamb_long_C11F2_C11F2_vae_143 38 TRUE
vamb_long_C11F2_C11F2_vae_2607 48 TRUE
vamb_long_C11F4_vae_1743 91 TRUE
vamb_long_C11F4_vae_19836 62 TRUE
vamb_long_C11F4_vae_2879 94 TRUE
vamb_long_C11F5_vae_10964 147 TRUE
vamb_long_C11F5_vae_16201 124 TRUE
vamb_long_C11F5_vae_20246 175 TRUE
vamb_long_C11F5_vae_21910 161 TRUE
vamb_long_C11F5_vae_24111 215 TRUE
vamb_long_C11F5_vae_672 68 TRUE
vamb_long_C11F5_vae_8351 408 TRUE
vamb_long_C12F1_vae_19122 105 TRUE
vamb_long_C12F1_vae_21169 279 TRUE
vamb_long_C12F1_vae_721 87 TRUE
vamb_long_C12F3_vae_134 27 TRUE
vamb_long_C12F3_vae_14835 91 TRUE
vamb_long_C12F3_vae_22051 63 TRUE
vamb_long_C12F4_vae_16684 16 TRUE
vamb_long_C12F5_vae_124 53 TRUE
vamb_long_C12F5_vae_17965 127 TRUE
vamb_long_C12F5_vae_23772 37 TRUE
vamb_treat_CD_vae_1022 298 TRUE
vamb_treat_CD_vae_111 42 TRUE
vamb_treat_CD_vae_1293 330 TRUE
vamb_treat_CD_vae_1368 482 TRUE
vamb_treat_CD_vae_1498 107 TRUE
vamb_treat_CD_vae_1692 362 TRUE
vamb_treat_CD_vae_1766 207 TRUE
vamb_treat_CD_vae_2043 163 TRUE
vamb_treat_CD_vae_2073 129 TRUE
vamb_treat_CD_vae_2310 92 TRUE
vamb_treat_CD_vae_2358 283 TRUE
vamb_treat_CD_vae_260 436 FALSE
vamb_treat_CD_vae_2606 190 TRUE
vamb_treat_CD_vae_2650 132 TRUE
vamb_treat_CD_vae_2800 813 TRUE
vamb_treat_CD_vae_2842 60 TRUE
vamb_treat_CD_vae_6144 277 TRUE
vamb_treat_CD_vae_878 169 TRUE
vamb_treat_CD_vae_981 14 TRUE
vamb_treat_CR_vae_1012 234 TRUE
vamb_treat_CR_vae_1030 118 TRUE
vamb_treat_CR_vae_1062 50 TRUE
vamb_treat_CR_vae_1112 39 TRUE
vamb_treat_CR_vae_1296 265 TRUE
vamb_treat_CR_vae_1406 48 TRUE
vamb_treat_CR_vae_1492 132 TRUE
vamb_treat_CR_vae_1512 186 TRUE
vamb_treat_CR_vae_1734 158 TRUE
vamb_treat_CR_vae_1918 406 TRUE
vamb_treat_CR_vae_2139 296 TRUE
vamb_treat_CR_vae_214 120 TRUE
vamb_treat_CR_vae_2201 451 TRUE
vamb_treat_CR_vae_2661 369 TRUE
vamb_treat_CR_vae_2687 219 TRUE
vamb_treat_CR_vae_3078 354 TRUE
vamb_treat_CR_vae_330 616 TRUE
vamb_treat_CR_vae_388 50 TRUE
vamb_treat_CR_vae_415 34 TRUE
vamb_treat_CR_vae_4218 85 TRUE
vamb_treat_CR_vae_4629 134 TRUE
vamb_treat_CR_vae_464 47 TRUE
vamb_treat_CR_vae_498 48 TRUE
vamb_treat_CR_vae_5176 97 TRUE
vamb_treat_CR_vae_52 44 TRUE
vamb_treat_CR_vae_523 82 TRUE
vamb_treat_CR_vae_540 44 TRUE
vamb_treat_CR_vae_563 132 TRUE
vamb_treat_CR_vae_574 114 TRUE
vamb_treat_CR_vae_5845 216 TRUE
vamb_treat_CR_vae_616 53 TRUE
vamb_treat_CR_vae_65 511 TRUE
vamb_treat_CR_vae_697 45 TRUE
vamb_treat_CR_vae_729 13 TRUE
vamb_treat_CR_vae_766 120 TRUE
vamb_treat_CR_vae_775 199 TRUE
vamb_treat_CR_vae_786 112 TRUE
vamb_treat_CR_vae_802 96 TRUE
vamb_treat_CR_vae_829 210 TRUE
vamb_treat_CR_vae_856 68 TRUE
vamb_treat_CR_vae_869 122 TRUE
vamb_treat_CR_vae_9 6 TRUE
vamb_treat_CR_vae_913 63 TRUE
vamb_treat_HR_vae_1066 37 TRUE
vamb_treat_HR_vae_1119 274 TRUE
vamb_treat_HR_vae_1672 266 TRUE
vamb_treat_HR_vae_1867 283 TRUE
vamb_treat_HR_vae_2225 173 TRUE
vamb_treat_HR_vae_2412 217 TRUE
vamb_treat_HR_vae_2484 159 TRUE
vamb_treat_HR_vae_265 260 TRUE
vamb_treat_HR_vae_4177 59 TRUE
vamb_treat_HR_vae_4212 117 TRUE
vamb_treat_HR_vae_476 91 TRUE
vamb_treat_HR_vae_4770 74 TRUE
vamb_treat_HR_vae_873 97 TRUE
vamb_treat_HR_vae_979 51 TRUE
vamb_treat_HT_vae_11 20 TRUE
vamb_treat_HT_vae_1704 158 TRUE
vamb_treat_HT_vae_215 355 TRUE
vamb_treat_HT_vae_2588 263 TRUE
vamb_treat_HT_vae_306 71 TRUE
vamb_treat_HT_vae_3159 138 TRUE
vamb_treat_HT_vae_320 129 TRUE
vamb_treat_HT_vae_3236 114 TRUE
vamb_treat_HT_vae_329 47 TRUE
vamb_treat_HT_vae_373 31 TRUE
vamb_treat_HT_vae_575 47 TRUE
vamb_treat_HT_vae_7404 63 TRUE
vamb_treat_HT_vae_756 451 FALSE
vamb_treat_HT_vae_927 165 TRUE
vamb_treat_OP_OP_vae_1049 135 TRUE
vamb_treat_OP_OP_vae_1073 111 TRUE
vamb_treat_OP_OP_vae_1081 5 TRUE
vamb_treat_OP_OP_vae_111 184 TRUE
vamb_treat_OP_OP_vae_1149 69 TRUE
vamb_treat_OP_OP_vae_1256 235 TRUE
vamb_treat_OP_OP_vae_1389 586 TRUE
vamb_treat_OP_OP_vae_1467 409 TRUE
vamb_treat_OP_OP_vae_1746 275 TRUE
vamb_treat_OP_OP_vae_181 52 TRUE
vamb_treat_OP_OP_vae_1878 236 TRUE
vamb_treat_OP_OP_vae_2047 226 TRUE
vamb_treat_OP_OP_vae_2363 121 TRUE
vamb_treat_OP_OP_vae_2476 173 TRUE
vamb_treat_OP_OP_vae_2579 179 TRUE
vamb_treat_OP_OP_vae_2695 174 TRUE
vamb_treat_OP_OP_vae_296 161 TRUE
vamb_treat_OP_OP_vae_2993 323 TRUE
vamb_treat_OP_OP_vae_3220 72 TRUE
vamb_treat_OP_OP_vae_3759 208 TRUE
vamb_treat_OP_OP_vae_448 60 TRUE
vamb_treat_OP_OP_vae_556 363 TRUE
vamb_treat_OP_OP_vae_627 277 TRUE
vamb_treat_OP_OP_vae_715 233 TRUE
vamb_treat_OP_OP_vae_755 772 TRUE
vamb_treat_OP_OP_vae_784 83 TRUE
vamb_treat_OP_OP_vae_787 367 TRUE
vamb_treat_OP_OP_vae_894 116 TRUE
vamb_treat_OP_OP_vae_995 699 TRUE
